UserId,ShowId,PredictedRating
3,s1323,3.559685122
3,s1438,3.559685122
3,s1448,3.559685122
3,s1584,3.559685122
3,s2379,3.559685122
4,s1707,4.384450499
4,s4948,4.277577494
4,s821,4.262324062
4,s6319,4.260591028
4,s1060,4.255342518
4,s5471,4.255342518
4,s5125,4.195355854
4,s2378,4.165323709
4,s4235,4.149703931
4,s8084,4.133216081
4,s2526,4.095478579
4,s4594,4.078990729
4,s6718,4.077257694
4,s5899,4.072009185
4,s2796,4.067980907
4,s2383,4.050994441
4,s4686,4.050994441
4,s1318,4.005342518
4,s2355,4.005342518
4,s4316,4.005342518
4,s8704,4.005342518
4,s1323,3.966370598
4,s1438,3.966370598
4,s1448,3.966370598
4,s1584,3.966370598
4,s2379,3.966370598
4,s2958,3.966370598
4,s3077,3.966370598
4,s3570,3.966370598
4,s3638,3.966370598
5,s5357,4.51780209
5,s1707,4.384450499
5,s4948,4.277577494
5,s6319,4.260591028
5,s5125,4.195355854
5,s2378,4.165323709
5,s4235,4.149703931
5,s1484,4.133216081
5,s7269,4.133216081
5,s2526,4.095478579
5,s4594,4.078990729
5,s6718,4.077257694
5,s5005,4.072009185
5,s5899,4.072009185
5,s2796,4.067980907
5,s2383,4.050994441
5,s4686,4.050994441
5,s1318,4.005342518
5,s2355,4.005342518
5,s4316,4.005342518
5,s8704,4.005342518
5,s1323,3.966370598
5,s1438,3.966370598
5,s1448,3.966370598
5,s1584,3.966370598
5,s2379,3.966370598
5,s2958,3.966370598
5,s3077,3.966370598
5,s3570,3.966370598
5,s3638,3.966370598
6,s5357,4.51780209
6,s1707,4.384450499
6,s4948,4.277577494
6,s821,4.262324062
6,s1060,4.255342518
6,s5471,4.255342518
6,s5125,4.195355854
6,s2378,4.165323709
6,s4235,4.149703931
6,s1484,4.133216081
6,s7269,4.133216081
6,s8084,4.133216081
6,s2526,4.095478579
6,s4594,4.078990729
6,s6718,4.077257694
6,s5005,4.072009185
6,s5899,4.072009185
6,s2796,4.067980907
6,s2383,4.050994441
6,s4686,4.050994441
6,s1318,4.005342518
6,s2355,4.005342518
6,s4316,4.005342518
6,s8704,4.005342518
6,s1323,3.966370598
6,s1438,3.966370598
6,s1448,3.966370598
6,s1584,3.966370598
6,s2379,3.966370598
6,s2958,3.966370598
7,s4235,4.399703931
7,s1484,4.264223239
7,s5125,4.259696345
7,s2378,4.2296642
7,s2526,4.15981907
7,s5357,4.148809248
7,s821,4.14333122
7,s4594,4.14333122
7,s6319,4.141598185
7,s6718,4.141598185
7,s1060,4.136349675
7,s2355,4.136349675
7,s5471,4.136349675
7,s8704,4.136349675
7,s3970,4.134450499
7,s2796,4.132321398
7,s2383,4.115334932
7,s4686,4.115334932
7,s1323,4.030711088
7,s1438,4.030711088
7,s1448,4.030711088
7,s1584,4.030711088
7,s2379,4.030711088
7,s2958,4.030711088
7,s3077,4.030711088
7,s3570,4.030711088
7,s3638,4.030711088
7,s3966,4.030711088
7,s4396,4.030711088
7,s5682,4.030711088
8,s5125,4.415946345
8,s4948,4.408584652
8,s4235,4.399703931
8,s2378,4.3859142
8,s2526,4.31606907
8,s5357,4.305059248
8,s821,4.29958122
8,s4594,4.29958122
8,s6319,4.297848185
8,s6718,4.297848185
8,s3970,4.290700499
8,s2796,4.288571398
8,s2383,4.271584932
8,s4686,4.271584932
8,s1586,4.265457657
8,s1484,4.264223239
8,s1323,4.186961088
8,s1438,4.186961088
8,s1448,4.186961088
8,s1584,4.186961088
8,s2379,4.186961088
8,s2958,4.186961088
8,s3077,4.186961088
8,s3570,4.186961088
8,s3638,4.186961088
8,s3966,4.186961088
8,s4396,4.186961088
8,s5682,4.186961088
8,s6420,4.186961088
8,s7641,4.186961088
9,s5125,4.459696345
9,s2378,4.4296642
9,s4948,4.408584652
9,s4235,4.399703931
9,s2526,4.35981907
9,s5357,4.348809248
9,s821,4.34333122
9,s4594,4.34333122
9,s6319,4.341598185
9,s6718,4.341598185
9,s3970,4.334450499
9,s2383,4.315334932
9,s4686,4.315334932
9,s1586,4.265457657
9,s1484,4.264223239
9,s1323,4.230711088
9,s1438,4.230711088
9,s1448,4.230711088
9,s1584,4.230711088
9,s2379,4.230711088
9,s2958,4.230711088
9,s3077,4.230711088
9,s3570,4.230711088
9,s3638,4.230711088
9,s3966,4.230711088
9,s4396,4.230711088
9,s5682,4.230711088
9,s6420,4.230711088
9,s7641,4.230711088
9,s7685,4.230711088
10,s5125,4.459696345
10,s2378,4.4296642
10,s4948,4.408584652
10,s4235,4.399703931
10,s2526,4.35981907
10,s5357,4.348809248
10,s821,4.34333122
10,s6319,4.341598185
10,s6718,4.341598185
10,s3970,4.334450499
10,s2796,4.332321398
10,s2383,4.315334932
10,s4686,4.315334932
10,s1586,4.265457657
10,s1484,4.264223239
10,s1438,4.230711088
10,s1448,4.230711088
10,s1584,4.230711088
10,s2379,4.230711088
10,s2958,4.230711088
10,s3077,4.230711088
10,s3570,4.230711088
10,s3638,4.230711088
10,s3966,4.230711088
10,s4396,4.230711088
10,s5682,4.230711088
10,s6420,4.230711088
10,s7641,4.230711088
10,s7685,4.230711088
10,s1707,4.215457657
11,s5125,4.459696345
11,s2378,4.4296642
11,s4948,4.408584652
11,s4235,4.399703931
11,s2526,4.35981907
11,s5357,4.348809248
11,s821,4.34333122
11,s4594,4.34333122
11,s6319,4.341598185
11,s6718,4.341598185
11,s3970,4.334450499
11,s2796,4.332321398
11,s2383,4.315334932
11,s4686,4.315334932
11,s1484,4.264223239
11,s1323,4.230711088
11,s1438,4.230711088
11,s1448,4.230711088
11,s1584,4.230711088
11,s2379,4.230711088
11,s2958,4.230711088
11,s3077,4.230711088
11,s3570,4.230711088
11,s3638,4.230711088
11,s3966,4.230711088
11,s4396,4.230711088
11,s5682,4.230711088
11,s6420,4.230711088
11,s7641,4.230711088
11,s7685,4.230711088
12,s5125,4.459696345
12,s2378,4.4296642
12,s4948,4.408584652
12,s2526,4.35981907
12,s5357,4.348809248
12,s821,4.34333122
12,s4594,4.34333122
12,s6319,4.341598185
12,s6718,4.341598185
12,s3970,4.334450499
12,s2796,4.332321398
12,s2383,4.315334932
12,s4686,4.315334932
12,s1586,4.265457657
12,s1484,4.264223239
12,s1323,4.230711088
12,s1438,4.230711088
12,s1448,4.230711088
12,s1584,4.230711088
12,s2379,4.230711088
12,s3077,4.230711088
12,s3570,4.230711088
12,s3638,4.230711088
12,s3966,4.230711088
12,s4396,4.230711088
12,s5682,4.230711088
12,s6420,4.230711088
12,s7641,4.230711088
12,s7685,4.230711088
12,s1707,4.215457657
13,s4235,4.46643619
13,s5125,4.326428604
13,s524,4.321180094
13,s2378,4.296396459
13,s2526,4.226551329
13,s5357,4.215541507
13,s6319,4.208330444
13,s6718,4.208330444
13,s1979,4.203081934
13,s2343,4.203081934
13,s2355,4.203081934
13,s4351,4.203081934
13,s4512,4.203081934
13,s5691,4.203081934
13,s6755,4.203081934
13,s7303,4.203081934
13,s7848,4.203081934
13,s8182,4.203081934
13,s8704,4.203081934
13,s3970,4.201182758
13,s2383,4.182067191
13,s4686,4.182067191
13,s1323,4.097443347
13,s1438,4.097443347
13,s1448,4.097443347
13,s1584,4.097443347
13,s2379,4.097443347
13,s2958,4.097443347
13,s3077,4.097443347
13,s3570,4.097443347
14,s4235,4.46643619
14,s5125,4.443988127
14,s2378,4.413955983
14,s2526,4.344110852
14,s5357,4.333101031
14,s6319,4.325889968
14,s6718,4.325889968
14,s3970,4.318742282
14,s2383,4.299626714
14,s4686,4.299626714
14,s1323,4.215002871
14,s1438,4.215002871
14,s1448,4.215002871
14,s1584,4.215002871
14,s2379,4.215002871
14,s2958,4.215002871
14,s3077,4.215002871
14,s3570,4.215002871
14,s3638,4.215002871
14,s3966,4.215002871
14,s4396,4.215002871
14,s4948,4.215002871
14,s5682,4.215002871
14,s6420,4.215002871
14,s7641,4.215002871
14,s7685,4.215002871
14,s1979,4.203081934
14,s2343,4.203081934
14,s2355,4.203081934
14,s4351,4.203081934
15,s4235,4.46643619
15,s5125,4.443988127
15,s2378,4.413955983
15,s2526,4.344110852
15,s5357,4.333101031
15,s6319,4.325889968
15,s6718,4.325889968
15,s524,4.321180094
15,s3970,4.318742282
15,s2383,4.299626714
15,s4686,4.299626714
15,s1323,4.215002871
15,s1438,4.215002871
15,s1448,4.215002871
15,s1584,4.215002871
15,s2379,4.215002871
15,s2958,4.215002871
15,s3077,4.215002871
15,s3570,4.215002871
15,s3638,4.215002871
15,s3966,4.215002871
15,s4396,4.215002871
15,s4948,4.215002871
15,s5682,4.215002871
15,s6420,4.215002871
15,s7641,4.215002871
15,s7685,4.215002871
15,s1979,4.203081934
15,s2343,4.203081934
15,s2355,4.203081934
16,s4235,4.46643619
16,s5125,4.443988127
16,s2378,4.413955983
16,s2526,4.344110852
16,s5357,4.333101031
16,s6319,4.325889968
16,s6718,4.325889968
16,s524,4.321180094
16,s3970,4.318742282
16,s2383,4.299626714
16,s4686,4.299626714
16,s1323,4.215002871
16,s1438,4.215002871
16,s1448,4.215002871
16,s1584,4.215002871
16,s2379,4.215002871
16,s2958,4.215002871
16,s3077,4.215002871
16,s3570,4.215002871
16,s3638,4.215002871
16,s3966,4.215002871
16,s4396,4.215002871
16,s4948,4.215002871
16,s5682,4.215002871
16,s6420,4.215002871
16,s7641,4.215002871
16,s7685,4.215002871
16,s1979,4.203081934
16,s2355,4.203081934
16,s4351,4.203081934
17,s4235,4.46643619
17,s5125,4.443988127
17,s2378,4.413955983
17,s2526,4.344110852
17,s5357,4.333101031
17,s6319,4.325889968
17,s6718,4.325889968
17,s524,4.321180094
17,s3970,4.318742282
17,s2383,4.299626714
17,s4686,4.299626714
17,s1323,4.215002871
17,s1438,4.215002871
17,s1448,4.215002871
17,s1584,4.215002871
17,s2379,4.215002871
17,s2958,4.215002871
17,s3077,4.215002871
17,s3570,4.215002871
17,s3638,4.215002871
17,s3966,4.215002871
17,s4396,4.215002871
17,s4948,4.215002871
17,s5682,4.215002871
17,s6420,4.215002871
17,s7641,4.215002871
17,s7685,4.215002871
17,s1979,4.203081934
17,s2343,4.203081934
17,s2355,4.203081934
18,s4235,4.46643619
18,s5125,4.443988127
18,s2378,4.413955983
18,s2526,4.344110852
18,s5357,4.333101031
18,s6319,4.325889968
18,s6718,4.325889968
18,s524,4.321180094
18,s3970,4.318742282
18,s2383,4.299626714
18,s4686,4.299626714
18,s1323,4.215002871
18,s1438,4.215002871
18,s1448,4.215002871
18,s1584,4.215002871
18,s2379,4.215002871
18,s2958,4.215002871
18,s3077,4.215002871
18,s3570,4.215002871
18,s3638,4.215002871
18,s3966,4.215002871
18,s4396,4.215002871
18,s4948,4.215002871
18,s5682,4.215002871
18,s6420,4.215002871
18,s7641,4.215002871
18,s7685,4.215002871
18,s1979,4.203081934
18,s2343,4.203081934
18,s2355,4.203081934
19,s4235,4.46643619
19,s5125,4.443988127
19,s2378,4.413955983
19,s2526,4.344110852
19,s5357,4.333101031
19,s6319,4.325889968
19,s6718,4.325889968
19,s524,4.321180094
19,s3970,4.318742282
19,s2383,4.299626714
19,s4686,4.299626714
19,s1323,4.215002871
19,s1438,4.215002871
19,s1448,4.215002871
19,s2379,4.215002871
19,s2958,4.215002871
19,s3077,4.215002871
19,s3570,4.215002871
19,s3638,4.215002871
19,s3966,4.215002871
19,s4396,4.215002871
19,s4948,4.215002871
19,s5682,4.215002871
19,s6420,4.215002871
19,s7641,4.215002871
19,s7685,4.215002871
19,s1979,4.203081934
19,s2343,4.203081934
19,s2355,4.203081934
19,s4351,4.203081934
20,s4235,4.46643619
20,s5125,4.443988127
20,s2378,4.413955983
20,s2526,4.344110852
20,s5357,4.333101031
20,s6319,4.325889968
20,s6718,4.325889968
20,s524,4.321180094
20,s3970,4.318742282
20,s2383,4.299626714
20,s4686,4.299626714
20,s1323,4.215002871
20,s1438,4.215002871
20,s1448,4.215002871
20,s1584,4.215002871
20,s2379,4.215002871
20,s2958,4.215002871
20,s3077,4.215002871
20,s3570,4.215002871
20,s3638,4.215002871
20,s3966,4.215002871
20,s4396,4.215002871
20,s4948,4.215002871
20,s5682,4.215002871
20,s6420,4.215002871
20,s7641,4.215002871
20,s7685,4.215002871
20,s1979,4.203081934
20,s2343,4.203081934
20,s2355,4.203081934
21,s4235,4.46643619
21,s5125,4.443988127
21,s2378,4.413955983
21,s2526,4.344110852
21,s5357,4.333101031
21,s6319,4.325889968
21,s6718,4.325889968
21,s524,4.321180094
21,s3970,4.318742282
21,s2383,4.299626714
21,s4686,4.299626714
21,s1323,4.215002871
21,s1438,4.215002871
21,s1448,4.215002871
21,s1584,4.215002871
21,s2379,4.215002871
21,s2958,4.215002871
21,s3077,4.215002871
21,s3570,4.215002871
21,s3638,4.215002871
21,s3966,4.215002871
21,s4396,4.215002871
21,s4948,4.215002871
21,s5682,4.215002871
21,s6420,4.215002871
21,s7641,4.215002871
21,s7685,4.215002871
21,s1979,4.203081934
21,s2343,4.203081934
21,s2355,4.203081934
22,s4235,4.46643619
22,s5125,4.443988127
22,s2378,4.413955983
22,s2526,4.344110852
22,s5357,4.333101031
22,s6319,4.325889968
22,s6718,4.325889968
22,s524,4.321180094
22,s3970,4.318742282
22,s2383,4.299626714
22,s4686,4.299626714
22,s1323,4.215002871
22,s1438,4.215002871
22,s1584,4.215002871
22,s2379,4.215002871
22,s2958,4.215002871
22,s3077,4.215002871
22,s3570,4.215002871
22,s3638,4.215002871
22,s3966,4.215002871
22,s4396,4.215002871
22,s4948,4.215002871
22,s5682,4.215002871
22,s6420,4.215002871
22,s7641,4.215002871
22,s7685,4.215002871
22,s1979,4.203081934
22,s2343,4.203081934
22,s2355,4.203081934
22,s4351,4.203081934
23,s4235,4.46643619
23,s5125,4.443988127
23,s2378,4.413955983
23,s2526,4.344110852
23,s5357,4.333101031
23,s6319,4.325889968
23,s6718,4.325889968
23,s524,4.321180094
23,s3970,4.318742282
23,s2383,4.299626714
23,s4686,4.299626714
23,s1323,4.215002871
23,s1438,4.215002871
23,s1448,4.215002871
23,s1584,4.215002871
23,s2379,4.215002871
23,s2958,4.215002871
23,s3077,4.215002871
23,s3570,4.215002871
23,s3638,4.215002871
23,s3966,4.215002871
23,s4396,4.215002871
23,s4948,4.215002871
23,s5682,4.215002871
23,s6420,4.215002871
23,s7641,4.215002871
23,s7685,4.215002871
23,s1979,4.203081934
23,s2343,4.203081934
23,s2355,4.203081934
24,s4235,4.46643619
24,s5125,4.365221707
24,s2378,4.335189562
24,s1403,4.322074777
24,s524,4.321180094
24,s7431,4.321180094
24,s5357,4.25433461
24,s6319,4.247123548
24,s6718,4.247123548
24,s3970,4.239975861
24,s2383,4.220860294
24,s4686,4.220860294
24,s533,4.203081934
24,s2343,4.203081934
24,s2355,4.203081934
24,s3329,4.203081934
24,s4351,4.203081934
24,s4411,4.203081934
24,s4512,4.203081934
24,s6755,4.203081934
24,s7303,4.203081934
24,s7403,4.203081934
24,s7848,4.203081934
24,s8182,4.203081934
24,s8704,4.203081934
24,s1323,4.136236451
24,s1438,4.136236451
24,s1448,4.136236451
24,s1584,4.136236451
24,s2379,4.136236451
25,s2383,4.41110958
25,s5125,4.359958172
25,s7431,4.322326815
25,s1403,4.316811242
25,s4235,4.272070091
25,s533,4.197818399
25,s4351,4.197818399
25,s4411,4.197818399
25,s7303,4.197818399
25,s7403,4.197818399
25,s2378,4.140823463
25,s7641,4.130972916
25,s524,4.126813995
25,s3970,4.112014602
25,s4209,4.105604345
25,s4253,4.0974986
25,s5357,4.059968511
25,s6319,4.052757448
25,s6718,4.052757448
25,s4686,4.026494195
25,s1979,4.008715835
25,s2343,4.008715835
25,s2355,4.008715835
25,s3329,4.008715835
25,s4512,4.008715835
25,s4672,4.008715835
25,s5691,4.008715835
25,s6755,4.008715835
25,s7848,4.008715835
25,s8182,4.008715835
26,s2383,4.41110958
26,s5125,4.359958172
26,s7431,4.322326815
26,s4235,4.272070091
26,s533,4.197818399
26,s4351,4.197818399
26,s4411,4.197818399
26,s7303,4.197818399
26,s7403,4.197818399
26,s2378,4.140823463
26,s7641,4.130972916
26,s524,4.126813995
26,s3970,4.112014602
26,s4209,4.105604345
26,s4253,4.0974986
26,s5357,4.059968511
26,s6319,4.052757448
26,s6718,4.052757448
26,s4686,4.026494195
26,s1979,4.008715835
26,s2343,4.008715835
26,s2355,4.008715835
26,s3329,4.008715835
26,s4512,4.008715835
26,s4672,4.008715835
26,s5691,4.008715835
26,s6755,4.008715835
26,s8182,4.008715835
26,s8704,4.008715835
26,s90,3.993021759
27,s2383,4.41110958
27,s5125,4.359958172
27,s1403,4.316811242
27,s4235,4.272070091
27,s533,4.197818399
27,s4351,4.197818399
27,s4411,4.197818399
27,s7303,4.197818399
27,s2378,4.140823463
27,s7641,4.130972916
27,s524,4.126813995
27,s3970,4.112014602
27,s4209,4.105604345
27,s4253,4.0974986
27,s5357,4.059968511
27,s6319,4.052757448
27,s6718,4.052757448
27,s4686,4.026494195
27,s1979,4.008715835
27,s2343,4.008715835
27,s2355,4.008715835
27,s3329,4.008715835
27,s4512,4.008715835
27,s4672,4.008715835
27,s5691,4.008715835
27,s6755,4.008715835
27,s7848,4.008715835
27,s8182,4.008715835
27,s8704,4.008715835
27,s90,3.993021759
28,s5125,4.359958172
28,s7431,4.322326815
28,s1403,4.316811242
28,s4235,4.272070091
28,s4351,4.197818399
28,s4411,4.197818399
28,s7403,4.197818399
28,s2378,4.140823463
28,s7641,4.130972916
28,s524,4.126813995
28,s3970,4.112014602
28,s4209,4.105604345
28,s4253,4.0974986
28,s5357,4.059968511
28,s6319,4.052757448
28,s6718,4.052757448
28,s4686,4.026494195
28,s1979,4.008715835
28,s2343,4.008715835
28,s2355,4.008715835
28,s3329,4.008715835
28,s4512,4.008715835
28,s5691,4.008715835
28,s7848,4.008715835
28,s8182,4.008715835
28,s8704,4.008715835
28,s90,3.993021759
28,s821,3.993021759
28,s1586,3.993021759
28,s1707,3.993021759
29,s2383,4.41110958
29,s5125,4.359958172
29,s7431,4.322326815
29,s1403,4.316811242
29,s4235,4.272070091
29,s533,4.197818399
29,s4351,4.197818399
29,s4411,4.197818399
29,s7303,4.197818399
29,s7403,4.197818399
29,s2378,4.140823463
29,s7641,4.130972916
29,s524,4.126813995
29,s3970,4.112014602
29,s4209,4.105604345
29,s4253,4.0974986
29,s5357,4.059968511
29,s6319,4.052757448
29,s6718,4.052757448
29,s4686,4.026494195
29,s1979,4.008715835
29,s2343,4.008715835
29,s2355,4.008715835
29,s3329,4.008715835
29,s4512,4.008715835
29,s4672,4.008715835
29,s5691,4.008715835
29,s6755,4.008715835
29,s7848,4.008715835
29,s8182,4.008715835
30,s5125,4.448328135
30,s1403,4.405181205
30,s4235,4.360440054
30,s2378,4.336336284
30,s2383,4.303966722
30,s533,4.286188363
30,s7303,4.286188363
30,s7403,4.286188363
30,s7641,4.219342879
30,s524,4.215183958
30,s7431,4.215183958
30,s4209,4.193974309
30,s4253,4.185868563
30,s5357,4.148338475
30,s6319,4.141127412
30,s6718,4.141127412
30,s4686,4.114864158
30,s3970,4.112014602
30,s1979,4.097085799
30,s2343,4.097085799
30,s2355,4.097085799
30,s4512,4.097085799
30,s4672,4.097085799
30,s5691,4.097085799
30,s6755,4.097085799
30,s7848,4.097085799
30,s8182,4.097085799
30,s8704,4.097085799
30,s24,4.074981466
30,s32,4.074981466
31,s5125,4.448328135
31,s1403,4.405181205
31,s4235,4.360440054
31,s2378,4.336336284
31,s2383,4.303966722
31,s533,4.286188363
31,s4351,4.286188363
31,s4411,4.286188363
31,s7303,4.286188363
31,s7403,4.286188363
31,s7641,4.219342879
31,s524,4.215183958
31,s7431,4.215183958
31,s4209,4.193974309
31,s4253,4.185868563
31,s5357,4.148338475
31,s6319,4.141127412
31,s6718,4.141127412
31,s4686,4.114864158
31,s3970,4.112014602
31,s1979,4.097085799
31,s2343,4.097085799
31,s2355,4.097085799
31,s3329,4.097085799
31,s4512,4.097085799
31,s4672,4.097085799
31,s5691,4.097085799
31,s6755,4.097085799
31,s7848,4.097085799
31,s8704,4.097085799
32,s5125,4.651201699
32,s2378,4.539209847
32,s2383,4.506840286
32,s7641,4.422216442
32,s1403,4.396847872
32,s4209,4.396847872
32,s4253,4.388742126
32,s4235,4.360440054
32,s5357,4.351212038
32,s6319,4.344000975
32,s6718,4.344000975
32,s4686,4.317737722
32,s3970,4.314888165
32,s24,4.277855029
32,s32,4.277855029
32,s179,4.277855029
32,s533,4.277855029
32,s988,4.277855029
32,s1208,4.277855029
32,s1429,4.277855029
32,s1674,4.277855029
32,s1715,4.277855029
32,s2501,4.277855029
32,s2768,4.277855029
32,s3885,4.277855029
32,s4315,4.277855029
32,s4351,4.277855029
32,s4411,4.277855029
32,s4606,4.277855029
32,s5481,4.277855029
33,s5125,4.651201699
33,s2378,4.539209847
33,s2383,4.506840286
33,s4253,4.388742126
33,s5481,4.388742126
33,s1403,4.357397131
33,s4209,4.357397131
33,s6319,4.344000975
33,s6718,4.344000975
33,s4235,4.320989313
33,s4686,4.317737722
33,s5357,4.311761297
33,s3970,4.275437424
33,s24,4.238404288
33,s32,4.238404288
33,s179,4.238404288
33,s533,4.238404288
33,s988,4.238404288
33,s1208,4.238404288
33,s1429,4.238404288
33,s1534,4.238404288
33,s1715,4.238404288
33,s2501,4.238404288
33,s2768,4.238404288
33,s3885,4.238404288
33,s4315,4.238404288
33,s4351,4.238404288
33,s4411,4.238404288
33,s4606,4.238404288
33,s7303,4.238404288
34,s2378,4.539209847
34,s2383,4.506840286
34,s4253,4.388742126
34,s5481,4.388742126
34,s7641,4.382765701
34,s1403,4.357397131
34,s4209,4.357397131
34,s6319,4.344000975
34,s6718,4.344000975
34,s4235,4.320989313
34,s4686,4.317737722
34,s5357,4.311761297
34,s3970,4.275437424
34,s24,4.238404288
34,s32,4.238404288
34,s179,4.238404288
34,s533,4.238404288
34,s1208,4.238404288
34,s1429,4.238404288
34,s1534,4.238404288
34,s1674,4.238404288
34,s1715,4.238404288
34,s2501,4.238404288
34,s2768,4.238404288
34,s3885,4.238404288
34,s4315,4.238404288
34,s4351,4.238404288
34,s4411,4.238404288
34,s4606,4.238404288
34,s7303,4.238404288
35,s5125,4.651201699
35,s2378,4.539209847
35,s2383,4.506840286
35,s4253,4.388742126
35,s5481,4.388742126
35,s7641,4.382765701
35,s1403,4.357397131
35,s6319,4.344000975
35,s6718,4.344000975
35,s4235,4.320989313
35,s4686,4.317737722
35,s5357,4.311761297
35,s3970,4.275437424
35,s24,4.238404288
35,s32,4.238404288
35,s179,4.238404288
35,s533,4.238404288
35,s988,4.238404288
35,s1208,4.238404288
35,s1429,4.238404288
35,s1534,4.238404288
35,s1674,4.238404288
35,s1715,4.238404288
35,s2501,4.238404288
35,s2768,4.238404288
35,s3885,4.238404288
35,s4315,4.238404288
35,s4351,4.238404288
35,s4411,4.238404288
35,s4606,4.238404288
36,s5125,4.651201699
36,s2383,4.506840286
36,s5481,4.388742126
36,s7641,4.382765701
36,s1403,4.357397131
36,s4209,4.357397131
36,s6319,4.344000975
36,s6718,4.344000975
36,s4235,4.320989313
36,s4686,4.317737722
36,s5357,4.311761297
36,s3970,4.275437424
36,s24,4.238404288
36,s32,4.238404288
36,s179,4.238404288
36,s533,4.238404288
36,s988,4.238404288
36,s1208,4.238404288
36,s1429,4.238404288
36,s1534,4.238404288
36,s1674,4.238404288
36,s1715,4.238404288
36,s2501,4.238404288
36,s2768,4.238404288
36,s3885,4.238404288
36,s4315,4.238404288
36,s4351,4.238404288
36,s4411,4.238404288
36,s4606,4.238404288
36,s7303,4.238404288
37,s5125,4.409535032
37,s4235,4.320989313
37,s2378,4.29754318
37,s2383,4.265173619
37,s4253,4.147075459
37,s5481,4.147075459
37,s7641,4.141099035
37,s1403,4.115730464
37,s4209,4.115730464
37,s6319,4.102334308
37,s6718,4.102334308
37,s4686,4.076071055
37,s5357,4.07009463
37,s2355,4.057635058
37,s8704,4.057635058
37,s3970,4.033770757
37,s24,3.996737622
37,s32,3.996737622
37,s179,3.996737622
37,s533,3.996737622
37,s988,3.996737622
37,s1208,3.996737622
37,s1429,3.996737622
37,s1534,3.996737622
37,s1674,3.996737622
37,s1715,3.996737622
37,s2501,3.996737622
37,s2768,3.996737622
37,s3885,3.996737622
37,s4315,3.996737622
38,s5125,4.562166611
38,s2378,4.450174759
38,s2383,4.417805198
38,s4235,4.320989313
38,s4253,4.299707038
38,s5481,4.299707038
38,s7641,4.293730614
38,s1403,4.268362043
38,s4209,4.268362043
38,s6319,4.254965887
38,s6718,4.254965887
38,s4686,4.228702634
38,s5357,4.222726209
38,s3970,4.186402336
38,s24,4.149369201
38,s32,4.149369201
38,s179,4.149369201
38,s533,4.149369201
38,s988,4.149369201
38,s1534,4.149369201
38,s1674,4.149369201
38,s1715,4.149369201
38,s2501,4.149369201
38,s2768,4.149369201
38,s3885,4.149369201
38,s4315,4.149369201
38,s4351,4.149369201
38,s4411,4.149369201
38,s4606,4.149369201
38,s7303,4.149369201
39,s5125,4.562166611
39,s2378,4.450174759
39,s2383,4.417805198
39,s4235,4.320989313
39,s4253,4.299707038
39,s7641,4.293730614
39,s1403,4.268362043
39,s4209,4.268362043
39,s6319,4.254965887
39,s6718,4.254965887
39,s4686,4.228702634
39,s5357,4.222726209
39,s1819,4.207972895
39,s3970,4.186402336
39,s24,4.149369201
39,s32,4.149369201
39,s179,4.149369201
39,s533,4.149369201
39,s988,4.149369201
39,s1208,4.149369201
39,s1429,4.149369201
39,s1534,4.149369201
39,s1674,4.149369201
39,s1715,4.149369201
39,s2501,4.149369201
39,s2768,4.149369201
39,s3885,4.149369201
39,s4315,4.149369201
39,s4351,4.149369201
39,s4411,4.149369201
40,s5125,4.562166611
